,default_profile,default_profile_image,favourites_count,followers_count,friends_count,geo_enabled,statuses_count,verified,account_age_days,account_type
10237,1,0,948,63,0,0,130,0,2355,1
10341,1,0,2328,20,111,0,3329,0,2589,1
10356,1,0,997,93,25,1,10626,0,2300,1
10375,1,1,7,4,0,0,15,0,3271,1
10386,1,0,89,14,110,0,14,0,3990,1
10390,1,0,601,28,0,0,105,0,2655,1
10426,1,0,156,5,136,1,2,0,3742,1
10458,1,0,222,15,0,0,153,0,2630,1
10485,0,0,1268,21,0,0,1905,0,3846,1
10553,1,0,76,52,317,0,90,0,3073,1
10570,1,0,4450,104,378,1,1977,0,1541,1
10578,1,0,8,132,200,1,674,0,2055,1
10585,0,0,58,13,11,0,69,0,2673,1
10606,1,0,308,9,0,0,52,0,1182,1
10621,1,0,4368,417,219,0,5023,0,3149,1
10637,1,0,2162,33,0,0,3079,0,3204,1
10669,0,0,15515,67620,1079,0,81285,0,2723,1
10680,1,0,70,1,0,0,19,0,2622,1
10681,0,0,415,14,0,0,1173,0,3318,1
10683,1,0,308,24,320,0,70,0,2332,1
10707,1,0,2398,13,97,0,3368,0,4087,1
10708,0,0,2267,32,142,1,3187,0,3037,1
10716,1,0,509,9,101,0,753,0,3832,1
10723,0,0,527,71586,635,0,23130,1,3630,1
10733,1,0,2607,10,62,0,3281,0,3033,1
10749,1,0,326,1,27,0,431,0,1961,1
10752,0,0,1150,4,22,1,1696,0,3910,1
10778,1,0,2228,14,88,0,3102,0,2992,1
10820,1,0,1163,1,0,0,1784,0,3093,1
10821,0,0,2263,637,707,0,31313,0,3773,1
10826,1,0,2683,96,0,1,5841,0,2033,1
10829,0,0,7875,10288,14571,1,9901,0,2660,1
10839,1,0,492,71,0,0,84,0,2520,1
10857,0,0,105,46,0,0,171,0,2830,1
10878,0,0,18,825,1087,0,1012,0,4816,1
10879,0,0,2232,57,271,1,3421,0,3450,1
10889,1,0,289,10,228,0,71,0,2343,1
10938,0,0,13,189,51,0,18081,0,2021,1
10940,1,0,5483,5589,4787,0,1774,0,1976,1
10947,0,0,2222,46,110,0,2046,0,2569,1
10959,1,0,0,12,31,0,756,0,1832,1
10962,1,0,0,2,1,0,3918,0,1138,1
10968,1,0,280,16,0,0,65,0,2811,1
10970,0,0,12,415,0,0,19611,0,1769,1
10996,0,0,34269,900,876,0,28372,0,1819,1
10998,1,0,42,0,0,0,216,0,1154,1
11009,1,0,2171,2,110,0,2195,0,2875,1
11020,0,0,37557,77557,81178,0,1134837,0,3651,1
11042,1,0,119,8,87,0,21,0,1235,1
11045,1,0,556,50,528,0,91,0,2398,1
11052,1,0,1332,12,13,0,1333,0,1463,1
11072,0,0,10172,848,777,0,9922,0,3068,1
11074,0,0,1057,0,0,0,1024,0,2284,1
11095,1,0,1063,85,521,0,1738,0,1992,1
11099,1,0,500,17,0,0,104,0,3126,1
11103,0,0,2272,38,0,0,3249,0,3204,1
11115,1,0,4852,16,856,0,2839,0,2693,1
11132,1,1,222,14,35,1,101,0,4245,1
11133,0,0,33692,1340,1125,1,91268,0,2448,1
11159,0,0,2134,22,39,0,2836,0,2825,1
11202,1,0,2284,18,0,0,3220,0,3147,1
11203,0,0,2331,6,0,0,3282,0,4035,1
11231,0,0,2192,3,0,0,2193,0,2875,1
11242,1,0,59,0,0,0,310,0,1157,1
11253,0,0,12,72,4,0,6784,0,1785,1
11254,0,0,2361,98,0,1,5320,0,3410,1
11348,0,0,217,260,588,1,17771,0,4030,1
11391,1,0,1363,10,0,0,1874,0,1225,1
11401,0,0,2295,5,17,0,3219,0,3617,1
11437,0,0,23913,609,0,1,42758,0,3170,1
11442,0,0,2218,278,692,1,3225,0,3259,1
11445,0,0,2732,553,0,1,27399,0,4040,1
11458,1,0,420,3,0,0,644,0,2650,1
11477,1,0,244,6,0,0,57,0,3320,1
11484,1,0,41,0,0,0,682,0,1270,1
11486,1,0,163,5,69,0,0,0,3284,1
11495,1,0,150,6,0,0,24,0,2626,1
11499,1,0,0,9,1,0,1704,0,874,1
11555,1,0,1685,15,43,0,2264,0,3241,1
11565,1,0,1908,16,11,1,2768,0,2860,1
11605,1,0,4795,138,51,0,5472,0,1838,1
11610,0,0,1516,27,0,0,2068,0,2972,1
11615,1,0,94,15581,16846,1,10218,0,2101,1
11634,0,1,211,9,5,0,21,0,2849,1
11672,0,0,773,442,344,1,2468,0,2917,1
11721,0,0,2326,15,27,0,3118,0,4074,1
11723,1,0,2200,89,0,1,5342,0,4056,1
11777,1,0,606,48,0,0,13,0,2541,1
11846,0,0,2305,161,380,0,3843,0,4109,1
11857,1,0,194,5,187,0,43,0,2324,1
11861,0,0,1106,567,19,0,1483,0,2806,1
11875,0,0,0,6608,8236,0,10652,0,3004,1
11893,0,0,6,9578565,546,1,105125,1,4846,1
11908,0,0,2622,166,0,1,4149,0,2609,1
11910,1,0,2269,6,0,0,3166,0,3183,1
11933,1,0,905,78,0,0,193,0,2942,1
11942,0,0,2424,17,0,1,3463,0,3624,1
11970,1,0,1172,26,134,0,1550,0,3926,1
11971,1,0,213,18,0,0,48,0,4034,1
11984,1,0,120,20,79,0,86,0,2376,1
11995,0,0,995,81,0,0,172,0,2934,1
12009,1,0,0,83,0,0,25403,0,2001,1
12019,0,0,9,540,0,0,3688,0,3725,1
12044,0,0,455,9,0,0,77,0,3295,1
12056,0,0,3502,11391,15726,0,5727,0,3280,1
12101,1,0,442,16,0,0,81,0,3617,1
12174,0,0,2415,9,18,0,3342,0,3497,1
12195,0,0,7730,132206,10412,1,46430,1,3511,1
12217,1,0,797,77,0,0,170,0,3101,1
12227,1,0,3504,18,39,0,3573,0,1751,1
12238,1,0,105,91,0,0,1094,0,2353,1
12246,1,0,159,9,0,0,33,0,1441,1
12293,1,0,108,7,100,1,87,0,1833,1
12294,0,0,5755,344,329,1,1411,0,3820,1
12319,1,0,1342,4,35,0,1992,0,3107,1
12376,1,0,12,0,0,0,137,0,1233,1
12395,1,0,100,6,0,0,114,0,3160,1
12443,0,0,4282,9179,1275,1,11104,1,3271,0
12455,0,0,722,1300,1137,1,70176,0,3510,0
12461,0,0,5023,101576,286,0,9728,0,3491,0
12469,0,0,51376,13281,1858,0,54581,0,4397,0
12471,0,0,16665,84574,2843,1,73412,1,5158,0
12476,0,0,18353,1077,2043,1,785,0,3879,0
12546,1,0,1074,104,278,1,6216,0,2796,0
12569,0,0,26640,11630,11668,0,85246,0,3346,0
12579,0,0,3257,53547,258,1,21218,1,2329,0
12625,0,0,8825,220,797,1,1317,0,2878,0
12636,0,0,20321,3198,1375,1,5757,0,3842,0
12637,0,0,2001,63,89,0,1909,0,2924,0
12675,0,0,12738,1689,2229,1,168609,0,3268,0
12677,0,0,4359,105,310,0,9105,0,4208,0
12702,0,0,23,4902555,26,0,2963,1,3806,0
12737,0,0,1831,42,210,0,3817,0,4119,0
12738,1,1,57,3,0,0,95,0,3477,0
12786,1,0,1524,170,179,1,1264,0,2386,0
12792,0,0,75038,1766,789,1,87257,0,1971,0
12831,0,0,2796,563609,952,0,28793,1,3942,0
12839,0,0,10,9,0,0,167,0,4056,0
12891,1,0,9261,1007,374,0,1318,1,3847,0
12920,1,0,612,449,2113,0,17678,0,3439,0
12976,0,0,14269,50086,739,1,17492,1,3705,0
12988,1,0,17796,405,453,1,32900,0,3025,0
12989,0,0,77275,355933,8816,1,57886,1,3980,0
13001,1,0,57769,38,219,0,65038,0,1407,0
13009,0,0,5350,132,435,0,1471,0,3069,0
13014,0,0,802,345298,273,1,9960,1,3949,0
13079,1,0,42,775,1205,0,949,0,1756,0
13083,0,0,21998,5123,294,1,28668,1,3871,0
13090,1,0,101,0,0,0,222,0,1420,0
13114,0,0,2154,347,326,1,2857,0,2619,0
13149,0,0,2705,218,530,0,2220,0,3958,0
13175,0,0,47836,4416,4043,1,35418,0,4065,0
13188,0,0,6976,137715,536,0,11946,1,4025,0
13206,0,0,6606,2337,868,0,6856,0,4121,0
13218,1,0,37,9485,228,0,1577,0,1766,0
13243,0,0,1188,44,81,1,515,0,4506,0
13272,0,0,16507,17405,256,1,36693,1,4375,0
13303,0,0,5697,531,340,1,10200,0,3622,0
13316,0,0,577,963762,0,1,169654,1,4486,0
13325,1,0,3403,330,1321,1,4130,0,2774,0
13341,0,0,22179,233377,100,1,3914,1,3486,0
13344,0,0,8657,221,810,1,10142,0,4177,0
13386,0,0,24691,710,150,0,14033,0,2375,0
13421,0,0,1769,280,723,1,4654,0,3185,0
13424,0,0,822,26,31,1,886,0,3106,0
13453,1,0,2869,11,101,0,561,0,1210,0
13472,0,0,22632,17701335,171,1,39900,1,3984,0
13474,0,0,10413,380,388,1,15196,0,2813,0
13495,0,0,2165,401,0,1,2708,0,3359,0
13512,0,0,1376,1878,2104,1,3610,0,3289,0
13522,1,0,28640,611,362,1,12195,0,1289,0
13524,1,0,280173,3026,1976,0,266476,0,2411,0
13533,1,0,256,3,33,0,87,0,1894,0
13545,0,0,3299,205507,227713,1,60094,0,3240,0
13570,1,0,7595,215,461,1,1437,0,3465,0
13580,0,0,388,164,111,0,6762,0,3411,0
13581,0,0,0,1304067,0,0,327,1,3904,0
13621,0,0,4028,211,429,0,6228,0,3685,0
13622,1,0,756,656,501,0,1185,0,4045,0
13628,0,0,22171,1133,930,1,52184,0,4212,0
13648,1,0,3016,110,428,1,3803,0,3235,0
13684,0,0,11492,34,210,1,1226,0,3968,0
13714,1,0,12524,111,164,0,10785,0,2606,0
13715,0,0,1449,166,1479,0,3091,0,3318,0
13727,0,0,65919,2143433,771,0,10725,1,4266,0
13733,0,0,21,32,0,0,1286,0,4158,0
13734,0,0,26953,8570,1405,1,32670,1,1852,0
13749,0,0,34250,2176213,798,1,10427,1,3443,0
13756,1,0,21950,457,352,1,17569,0,3054,0
13766,0,0,628,1120530,709,0,3671,1,3176,0
13847,1,0,507,7,48,0,454,0,772,0
13869,1,0,4473,79498,709,1,197987,0,3768,0
13882,1,0,438,68751,33264,0,6867,0,3069,0
13906,1,0,12,2,72,0,18,0,1034,0
13935,1,0,8153,1369,1007,0,9680,0,2290,0
13952,0,0,20968,9286,593,1,21218,0,2100,0
13976,0,0,35448,266,537,1,8777,0,3808,0
13981,1,0,88796,1041686,2635,1,56606,1,3207,0
14008,0,0,16939,932,937,1,31673,0,4002,0
14021,0,0,5313,1843,817,1,78077,0,3213,0
14029,1,0,1335,2047090,454,0,2238,1,2756,0
14039,0,0,72784,694,1920,1,22644,0,4208,0
14050,0,0,8272,322,550,1,14615,0,3897,0
14068,0,0,6006,552,605,1,9155,0,3257,0
14078,1,0,4125,199,239,1,5991,0,2888,0
14088,1,0,52085,801,726,1,23347,0,2976,0
14091,1,0,158,0,0,0,302,0,1435,0
14126,0,0,1220,100534,58681,1,3015,0,2737,0
14134,0,0,37431,39301,9426,0,4708,1,4536,0
14141,1,0,643,81,284,0,197,0,1194,0
14143,0,0,8711,133,0,1,2186,0,2986,0
14156,1,0,1488,1215,3727,1,16247,0,3326,0
14182,0,0,4427,64,266,0,636,0,1430,0
14201,1,0,133,1,0,0,210,0,1385,0
14267,0,0,99,58,439,1,1895,0,3899,0
14302,0,0,241771,1580,394,1,161754,0,3295,0
14327,1,0,2465,4346,879,0,21643,1,3654,0
14373,0,0,1792,5111,110,1,7526,1,3517,0
14376,0,0,1232,1492,375,1,14770,0,3121,0
14377,0,0,199,68,0,0,392,0,3801,0
14395,1,0,72468,738,676,1,19500,0,1552,0
14434,0,0,1958,122,475,1,3972,0,3917,0
14442,1,0,63836,67,343,0,4858,0,2209,0
14444,0,0,9403,17338,3063,1,35043,1,4162,0
14447,0,0,3139,219,72,1,9943,0,2250,0
14458,0,0,26804,1102,1767,1,38911,0,3472,0
14480,1,0,67904,1768,2761,1,41113,0,3334,0
14497,0,0,25116,1394,1571,0,205054,0,2093,0
14547,0,0,7081,333069,2442,1,17254,1,4093,0
14552,1,0,9951,139,189,1,857,0,2129,0
14553,0,0,39814,610,187,0,19236,0,2992,0
14556,1,0,2544,772,534,1,2357,1,1526,0
14576,0,0,17980,1393389,191,1,40961,1,4340,0
14578,1,0,3931,1491,646,1,18662,0,2128,0
14583,0,0,794,607958,4926,0,36580,1,4311,0
14615,0,0,13937,35294,651,1,16395,0,3958,0
14623,0,0,1,994162,284,0,1469,1,4009,0
14633,0,0,9589,2548606,601,0,98662,1,4438,0
14651,0,0,143260,494,287,0,99909,0,2044,0
14711,0,0,737,44340,49639,0,21767,0,3523,0
14733,0,0,31703,231262,575,1,1973,1,4153,0
14840,1,0,2660,317,558,1,2897,0,2416,0
14847,0,0,881,77385,1462,1,10822,1,3729,0
14851,0,0,2331,4123479,790,0,326301,1,4395,0
14868,0,1,81,22,0,0,167,0,2854,0
14890,1,0,9952,213,506,0,125,0,1158,0
14895,1,0,166,0,0,0,296,0,1118,0
14930,0,0,12336,98,707,1,5314,0,4139,0
14974,0,0,26652,2087846,2966,1,12824,1,3468,0
14998,0,0,1567,923,335,1,19730,0,4535,0
15022,1,0,25952,337,264,0,8438,0,2101,0
15036,0,0,1181,139,180,1,18170,0,4395,0
15044,0,0,11435,182,103,1,19180,0,3867,0
15080,0,0,57573,503525,2685,0,110048,1,2510,0
15090,0,0,52076,1187,1645,1,85124,0,3706,0
15108,0,0,2928,5250832,108,1,1330,1,3578,0
15110,0,0,29,28,0,0,106,0,3093,0
15134,0,0,95466,2430,933,1,73619,0,2538,0
15147,1,0,3640,90,81,0,1405,0,3041,0
15149,1,0,61154,393203,4366,0,33236,1,4146,0
15181,0,0,2791,221,198,0,7343,0,3381,0
15186,0,0,1692,114392,8773,1,33185,1,3787,0
15188,0,0,22,438506,1366,1,46735,1,4081,0
15202,0,0,822,663,1111,1,79209,0,3778,0
15231,0,0,70915,1398,2998,0,106824,0,1603,0
15236,0,0,731,479251,1308,1,28198,1,4196,0
15272,0,0,12654,35141,2073,1,98756,1,4788,0
15290,0,0,38924,886,909,1,18646,0,3133,0
15306,0,0,3256,185,529,1,1088,0,2206,0
15320,0,0,6591,799,740,1,74006,0,2337,0
15334,0,0,1506,1116,964,1,84696,0,3886,0
15338,0,0,3404,4738,1086,1,16995,1,4485,0
15349,0,0,24443,34162,318,1,60726,1,3430,0
15355,0,0,8424,1180995,755,1,72873,1,4243,0
15358,0,0,6125,6155,307,0,2258,0,4243,0
15405,0,0,949,932469,4909,0,40166,1,4116,0
15450,0,0,26609,1558,648,1,12395,0,1657,0
15460,1,0,5458,74855,24179,0,14476,0,2214,0
15473,0,0,63,1442726,145,0,9784,0,3816,0
15548,0,0,13245,14089,206,1,3520,0,4172,0
15551,0,0,5807,112210,1878,0,21049,1,3881,0
15564,0,0,5571,2067,1363,1,15090,0,4339,0
15566,1,0,18,5,0,0,306,0,4356,0
15567,0,0,38,605032,180554,1,7804,1,3775,0
15584,0,0,42280,825,1738,1,47269,0,4097,0
15593,1,0,63,0,0,0,153,0,1444,0
15667,0,0,666,64,60,0,1310,0,3352,0
15670,0,0,1860,50,167,0,5380,0,4323,0
15682,1,0,8221,7227,527,1,19907,0,3997,0
15683,0,0,18138,7255,266,0,50794,0,1664,0
15714,0,0,82653,833,448,1,23504,0,3185,0
15715,0,0,4129,9517780,10935,1,6877,1,4310,0
15724,0,0,7866,246,575,1,2433,0,3023,0
15725,0,0,880,1895431,898,1,8694,1,3355,0
15734,1,0,14863,316733,1943,1,16208,0,4298,0
15743,0,0,39697,684169,901,1,7417,1,3774,0
15746,0,0,1180,5771,164,0,2993,0,2247,0
15760,0,0,10489,12187,11761,1,66355,0,3011,0
15767,0,0,2656,39,149,0,710,0,2276,0
15780,0,0,2504,17248,1157,1,27018,1,3341,0
15782,0,0,6,734526,3,1,28328,0,4115,0
15832,1,1,19,6,12,0,60,0,1378,0
15879,1,0,10052,144,178,1,4396,0,1901,0
15903,0,0,17008,10724,11764,0,9335,0,2680,0
15917,0,0,604,15,81,0,1090,0,3828,0
15938,0,0,2062,119,267,1,437,0,3495,0
15939,0,0,72678,6745,2538,1,41206,0,2205,0
15954,0,0,74,2534644,23,1,46380,0,4132,0
15963,0,0,8199,95,248,1,9182,0,2738,0
15965,0,0,392,76,815,0,1293,0,4172,0
16006,0,0,3376,35701,532,1,28475,1,2846,0
16036,1,0,21,680,0,1,186831,0,3914,0
16075,0,0,33024,2141,1782,1,11375,0,4153,0
16085,0,0,241,88963,819,1,6423,0,3737,0
16100,0,0,6195,1341,1898,1,13754,0,3415,0
16152,1,0,757,18,48,0,1197,0,3242,0
16170,0,0,604,1784495,598,0,40121,1,4236,0
16179,1,0,7676,24,316,0,983,0,1289,0
16217,1,0,3614,24,39,0,591,0,675,0
16219,0,0,4556,1297557,673,0,9924,1,4324,0
16247,1,0,73,18366060,129,1,1562,1,2935,0
16269,0,0,14660,3703,1072,0,22505,1,4082,0
16280,1,0,4030,361285,167,1,7233,1,2822,0
16299,1,0,53,1,0,0,135,0,1444,0
16346,1,0,387,2,0,0,743,0,1100,0
16376,1,0,26199,109,631,1,4910,0,1291,0
16395,0,0,3891,439,900,0,27268,0,3947,0
16409,0,0,41100,1882,2635,1,51240,0,4265,0
16413,1,0,80,4,0,0,173,0,1444,0
16428,0,0,167,57818,621,1,13436,0,4176,0
16442,0,0,34400,2816031,885,1,153848,1,4253,0
16459,0,0,5027,1393467,2195,1,35131,1,3932,0
16467,1,0,10542,836866,344,0,294,1,2576,0
16468,1,0,422,162,98,0,201,0,3089,0
16509,1,0,64,0,0,0,142,0,1444,0
16521,0,0,5569,4126,1256,1,10488,1,4532,0
16548,0,0,16,1389324,75,0,125,1,3059,0
16550,0,0,1706,723,916,1,4591,0,3278,0
16571,0,0,27906,478,881,0,17442,0,2250,0
16594,0,0,7744,6702,2181,1,12381,1,3437,0
16596,0,0,815,362789,298512,0,14725,0,3403,0
16599,1,0,19613,244,598,1,5119,0,2543,0
16602,1,0,45362,1284,3153,0,69003,0,1500,0
16609,0,0,776,496527,140060,1,49,1,2741,0
16636,0,0,777,893287,27508,1,51868,0,3142,0
16638,0,0,3250,230,149,0,8924,0,3307,0
16655,0,0,18142,13679830,97,1,22048,1,4129,0
16658,1,0,48372,250,199,1,23093,0,1710,0
16659,0,0,3529,39,254,0,1777,0,3811,0
16787,0,0,29904,283222,3060,0,164877,1,3992,0
16789,1,0,7853,2112,3548,1,16312,0,1779,0
16792,1,0,59,0,0,0,143,0,1444,0
16795,0,0,5175,101726,4755,1,17318,1,3618,0
16808,0,0,69,28,242,0,2109,0,4030,0
16819,1,0,906,146898,86,0,240,1,2279,0
16840,0,0,24,72,0,0,424,0,3318,0
16850,1,0,169,2,0,0,347,0,1445,0
16894,1,0,6559,348,516,1,318,0,1660,0
16940,0,0,21118,226661,647,0,20651,1,4179,0
16973,1,0,20014,1311,1265,1,17797,0,3493,0
17020,1,0,4254,613,2024,0,1520,0,3156,0
17029,0,0,23353,1534078,7224,1,30778,1,4132,0
17053,0,0,38,48,57,1,5010,0,3127,0
17054,1,0,10400,8456,9147,0,7754,0,3177,0
17069,0,0,12,158,0,0,208,0,4002,0
17084,0,0,20182,5223561,2056,1,121455,1,4323,0
17097,1,0,166,4736707,175,1,5756,1,3810,0
17099,0,0,7940,520,1084,1,16940,0,4604,0
17105,0,0,12804,19230,6800,0,435,1,3749,0
17117,0,0,3289,71,181,0,976,0,4170,0
17143,0,0,11594,1191354,194,0,8332,1,3065,0
17146,0,0,16946,4707,826,1,2014,1,3656,0
17224,0,0,11442,1114,890,0,39067,0,3304,0
17253,1,0,1591,39,339,1,178,0,2786,0
17317,0,0,3140,612,85,1,22948,0,3448,0
17361,0,0,5563,5777814,629,1,8824,1,4081,0
17362,0,0,5462,8619533,665,0,879,1,2599,0
17369,0,0,3981,114208,163,1,11780,1,3868,0
17388,0,0,74207,263,1262,1,25945,0,4137,0
17457,1,0,409,1,0,0,794,0,1099,0
17461,0,0,4318,423,2785,1,19687,0,4264,0
17467,0,0,809,2483733,3390,1,21175,1,3559,0
17487,0,0,6158,2473,1884,1,338929,0,4092,0
17499,0,0,13776,414,437,1,16723,0,4165,0
17529,0,0,15677,112,88,1,4136,0,3091,0
17547,0,0,60845,10874,6839,1,70733,1,4187,0
17563,0,0,2634,160,402,0,1613,0,2305,0
17564,1,0,8561,187,119,1,6070,0,1926,0
17643,1,0,55,1,0,0,179,0,1445,0
17652,0,0,18729,55,870,1,2963,0,2123,0
17660,0,0,1892,9075,2060,1,5165,1,4078,0
17668,0,0,14,25,0,0,201,0,3962,0
17722,1,0,8660,771,566,1,4446,0,2946,0
17737,0,0,25831,4395,1952,1,69552,1,4530,0
17743,0,0,1482,310,195,1,1073,0,4179,0
17763,0,0,7685,478,607,1,3026,0,3896,0
17777,1,0,1715,2790,3517,1,24543,1,2951,0
17807,1,0,52,12,17,0,236,0,1143,0
17816,0,0,9674,10907,5125,1,32905,1,4160,0
17847,0,0,17,73,131,0,3866,0,1954,0
17859,0,0,29203,401872,2831,0,74878,1,3987,0
17862,0,0,15177,18676,109,0,4756,0,3023,0
17867,1,0,3263,1542503,638,1,883,1,1760,0
17873,1,0,1936,640,729,0,11099,0,3774,0
17885,0,0,5830,6208,3448,0,6538,1,4393,0
17903,1,0,25308,1428,1435,1,4967,0,1894,0
17911,1,0,669,103244,113616,0,19217,0,2408,0
17921,0,0,2046,5036402,244,0,31372,1,3816,0
17925,1,0,8941,22310,7879,1,27012,0,3308,0
17928,0,0,5897,170162,3818,0,51536,0,3129,0
17952,0,0,9181,11643,1822,1,4914,1,3458,0
17968,0,0,11602,457,491,0,34183,0,3300,0
18003,0,0,8768,148,439,0,5930,0,4411,0
18032,0,0,5637,42116,1147,1,6575,1,3516,0
18049,0,0,1843,6156,2336,1,16584,1,4114,0
18057,1,0,75,608,441,1,33550,0,3311,0
18071,0,0,52671,19475,1990,0,190234,1,3865,0
18092,0,0,13916,154,288,0,2267,0,3193,0
18099,1,0,6702,260,529,1,1867,0,2085,0
18151,0,0,3669,863276,2384,1,10727,1,4001,0
18164,0,0,552,708,211,0,611,0,845,0
18177,0,0,864,8225,390,1,3702,1,4207,0
18181,0,0,1327,129,335,1,2361,0,2714,0
18205,1,0,1,46465,275,1,976,1,2281,0
18232,1,0,4824,118,498,0,1465,0,3696,0
18280,0,0,30,26831,5370,0,2105,0,4047,0
18293,1,0,121475,1453,569,1,78436,0,3364,0
18296,1,0,6388,135,413,1,13415,0,2487,0
18379,0,0,150,257,197,0,19462,0,4137,0
18394,1,0,39,607,378,1,896,0,2895,0
18396,0,1,17,12,0,0,149,0,4062,0
18412,0,0,688,1153,361,1,57362,0,3866,0
18413,0,0,2549,1920,2267,1,20054,0,4193,0
18415,0,0,14310,17661,483,1,11431,0,3110,0
18429,0,0,4874,19173,705,1,2936,1,3428,0
18470,0,0,4777,2995726,9461,1,68161,1,4150,0
18482,1,0,47289,2834,1292,1,16245,0,2762,0
18496,1,0,6508,71,249,1,4141,0,2514,0
18503,1,0,45410,365,446,0,11956,0,4107,0
18505,0,0,140596,41412,17228,1,97143,0,4169,0
18534,1,0,4878,285,77,0,18667,0,4275,0
18537,0,0,21766,1749,3336,0,174461,0,4229,0
18553,1,0,2323,21,358,0,2029,0,710,0
18577,1,0,1708,3982,1927,1,6887,1,3298,0
18588,0,0,122767,2811,2409,0,74359,0,2648,0
18596,0,0,17553,1708513,1836,1,26016,1,4191,0
18622,1,0,236,2,0,0,437,0,1118,0
18633,0,0,25076,1367,1472,1,16388,0,4410,0
18636,1,0,757,91622,457,1,3487,0,3366,0
18638,0,0,21641,864,1700,1,22193,0,4219,0
18667,0,0,80,96,0,0,273,0,4089,0
18719,0,0,57549,25113,728,1,47014,0,4040,0
18739,0,0,12702,2476,2256,1,3301,0,1923,0
18780,1,0,44112,313,1558,1,16450,0,2358,0
18816,1,0,6994,348,340,0,4608,0,1532,0
18819,0,0,4766,26307,1907,1,3164,1,4211,0
18821,0,0,173,18827,289,0,2612,1,3963,0
18834,0,0,59065,1621,1603,1,22931,0,1896,0
18836,1,0,152,0,0,0,290,0,1118,0
18846,0,0,2209,29874,1274,1,10832,1,4043,0
18862,0,0,3886,1286339,325,0,16473,1,4097,0
18866,0,0,1021,982223,158,0,1687,1,3294,0
18870,1,0,153011,499,1754,0,25999,0,3123,0
18882,0,0,7595,246291,4284,1,213502,1,4410,0
18894,1,0,19572,1627,2218,1,3281,0,3366,0
18925,0,0,8739,111936,420,1,3061,1,4235,0
18943,1,0,122,0,0,0,160,0,1102,0
18959,0,0,6472,961389,1429,1,32788,1,4337,0
18971,0,0,5324,6917,1075,1,11453,0,3989,0
18986,0,0,29407,919,957,1,24393,0,3614,0
19000,0,0,2012,164,394,1,3261,0,3875,0
19047,0,0,350,310,443,1,540,0,4061,0
19049,1,0,1596,258,2921,0,2259,0,2651,0
19050,0,0,795,1364448,508,0,5167,1,3998,0
19060,0,0,8419,292,77,1,8257,0,3806,0
19138,1,0,83844,7345,7473,0,128533,0,4099,0
19154,1,0,64066,839,423,0,25844,0,2334,0
19163,1,0,4667,5213538,11,1,2904,1,3726,0
19188,0,0,11010,1228,2052,0,14453,0,2286,0
19200,1,0,3164,1986,1917,0,1816,0,2461,0
19205,1,0,2366,93,94,1,6196,0,2338,0
19260,1,0,31666,1961,449,1,11965,0,2753,0
19267,0,0,56161,83283,5130,1,78345,1,3301,0
19274,1,0,0,8,0,0,1608,0,1307,0
19278,1,0,48021,550,586,1,42448,0,1647,0
19310,0,0,9684,215185,1019,1,121727,1,3009,0
19318,1,0,3427,29897,11518,1,4922,0,3311,0
19339,0,0,11249,317,1204,0,42523,0,3167,0
19344,0,0,6596,290,1705,0,5345,0,2850,0
19346,1,0,15342,193,208,1,25144,0,3294,0
19384,1,0,24832,598808,3493,1,40298,1,4219,0
19391,0,0,2638,178,168,1,9570,0,3485,0
19400,0,0,16275,2208,1163,1,8441,0,3189,0
19404,0,0,45319,1122,1497,1,74463,0,4296,0
19443,0,0,4106,40596,379,0,8065,1,3422,0
19448,0,0,2036,962,683,1,7399,1,3739,0
19452,0,0,105,71,55,1,8354,0,2065,0
19481,1,0,852,202,994,1,1730,0,2964,0
19493,1,0,1851,319,0,0,4038,0,3182,0
19497,0,0,7735,67,239,0,7409,0,3377,0
19505,1,0,25931,177,308,1,9543,0,3769,0
19528,0,0,16810,680,444,1,8451,0,2261,0
19566,0,0,2598,172,716,0,14294,0,4171,0
19572,0,0,2849,1177475,139,1,7105,1,4164,0
19600,0,0,13811,38518,999,0,1678,0,2553,0
19605,0,0,15490,94004,259,1,34517,1,4025,0
19622,0,0,312,1768104,172,0,2316,1,3988,0
19627,0,0,1536,222,234,0,11482,0,4116,0
19646,1,0,493,224,390,0,531,0,2189,0
19647,0,0,7091,254,171,1,3299,0,2989,0
19657,1,0,69532,738,795,0,22010,0,2613,0
19663,0,0,6907,3529,3546,1,15264,0,4175,0
19677,0,0,399,23117,196,1,17515,1,4176,0
19702,0,0,16133,8746,1325,1,267,1,2576,0
19719,0,0,4142,177,124,0,1982,0,1551,0
19723,0,0,0,284265,41,1,740,0,3606,0
19732,0,0,12165,742,459,1,104466,0,2792,0
19733,0,0,5747,1340,1518,1,4864,0,2484,0
19771,0,0,2081,224178,832,0,2341,1,1358,0
19772,0,0,5640,44,101,1,1621,0,3390,0
19794,1,0,61,64,0,0,1817,0,3369,0
19798,1,0,122,87,52,0,77,0,1463,0
19836,0,0,378,214,61,0,3385,0,3335,0
19858,0,0,34893,506,1280,1,32429,0,4041,0
19869,0,0,7,32,0,1,182,0,3874,0
19908,0,0,32102,215,1632,0,2795,0,4193,0
19967,0,0,60,914785,2712,1,32434,1,4193,0
19973,0,0,2625,411,908,1,8545,0,3921,0
20003,1,0,4348,295,198,1,6433,0,1582,0
20026,1,0,439,890,1106,1,2581,0,3117,0
20073,0,0,1562,389,135,1,2056,0,3280,0
